"Genus","Species","Lure","Lure_lab","date","n_individuals"
"Pseudopityophthorus","Pseudopityophthorus minutissimus","E","Ethanol",2024-06-26,2
"Pseudopityophthorus","Pseudopityophthorus minutissimus","E","Ethanol",2024-07-10,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","EA","Alpha-pinene + Ethanol",2024-05-15,1
"Pseudopityophthorus","Pseudopityophthorus minutissimus","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","EA","Alpha-pinene + Ethanol",2024-07-10,1
"Pseudopityophthorus","Pseudopityophthorus minutissimus","I","Ips lure",2024-05-01,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","I","Ips lure",2024-05-15,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","I","Ips lure",2024-05-29,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","I","Ips lure",2024-06-12,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","I","Ips lure",2024-06-26,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","I","Ips lure",2024-07-10,0
"Dryocoetes","Dryocoetes autographus","E","Ethanol",2024-05-01,0
"Dryocoetes","Dryocoetes autographus","E","Ethanol",2024-05-15,0
"Dryocoetes","Dryocoetes autographus","E","Ethanol",2024-05-29,0
"Dryocoetes","Dryocoetes autographus","E","Ethanol",2024-06-12,0
"Dryocoetes","Dryocoetes autographus","E","Ethanol",2024-06-26,1
"Dryocoetes","Dryocoetes autographus","E","Ethanol",2024-07-10,0
"Dryocoetes","Dryocoetes autographus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Dryocoetes","Dryocoetes autographus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Dryocoetes","Dryocoetes autographus","EA","Alpha-pinene + Ethanol",2024-05-29,36
"Dryocoetes","Dryocoetes autographus","EA","Alpha-pinene + Ethanol",2024-06-12,38
"Dryocoetes","Dryocoetes autographus","EA","Alpha-pinene + Ethanol",2024-06-26,20
"Dryocoetes","Dryocoetes autographus","EA","Alpha-pinene + Ethanol",2024-07-10,17
"Dryocoetes","Dryocoetes autographus","I","Ips lure",2024-05-01,0
"Dryocoetes","Dryocoetes autographus","I","Ips lure",2024-05-15,0
"Dryocoetes","Dryocoetes autographus","I","Ips lure",2024-05-29,1
"Dryocoetes","Dryocoetes autographus","I","Ips lure",2024-06-12,0
"Dryocoetes","Dryocoetes autographus","I","Ips lure",2024-06-26,0
"Dryocoetes","Dryocoetes autographus","I","Ips lure",2024-07-10,0
"Crypturgus","Crypturgus alutaceus","E","Ethanol",2024-05-01,0
"Crypturgus","Crypturgus alutaceus","E","Ethanol",2024-05-15,0
"Crypturgus","Crypturgus alutaceus","E","Ethanol",2024-05-29,0
"Crypturgus","Crypturgus alutaceus","E","Ethanol",2024-06-12,1
"Crypturgus","Crypturgus alutaceus","E","Ethanol",2024-06-26,1
"Crypturgus","Crypturgus alutaceus","E","Ethanol",2024-07-10,0
"Crypturgus","Crypturgus alutaceus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Crypturgus","Crypturgus alutaceus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Crypturgus","Crypturgus alutaceus","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Crypturgus","Crypturgus alutaceus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Crypturgus","Crypturgus alutaceus","EA","Alpha-pinene + Ethanol",2024-06-26,1
"Crypturgus","Crypturgus alutaceus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Crypturgus","Crypturgus alutaceus","I","Ips lure",2024-05-01,0
"Crypturgus","Crypturgus alutaceus","I","Ips lure",2024-05-15,0
"Crypturgus","Crypturgus alutaceus","I","Ips lure",2024-05-29,0
"Crypturgus","Crypturgus alutaceus","I","Ips lure",2024-06-12,1
"Crypturgus","Crypturgus alutaceus","I","Ips lure",2024-06-26,1
"Crypturgus","Crypturgus alutaceus","I","Ips lure",2024-07-10,0
"Hypothenemus","Hypothenemus californicus","E","Ethanol",2024-05-01,0
"Hypothenemus","Hypothenemus californicus","E","Ethanol",2024-05-15,0
"Hypothenemus","Hypothenemus californicus","E","Ethanol",2024-05-29,0
"Hypothenemus","Hypothenemus californicus","E","Ethanol",2024-06-12,0
"Hypothenemus","Hypothenemus californicus","E","Ethanol",2024-06-26,1
"Hypothenemus","Hypothenemus californicus","E","Ethanol",2024-07-10,0
"Hypothenemus","Hypothenemus californicus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Hypothenemus","Hypothenemus californicus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Hypothenemus","Hypothenemus californicus","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Hypothenemus","Hypothenemus californicus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Hypothenemus","Hypothenemus californicus","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Hypothenemus","Hypothenemus californicus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Hypothenemus","Hypothenemus californicus","I","Ips lure",2024-05-01,0
"Hypothenemus","Hypothenemus californicus","I","Ips lure",2024-05-15,0
"Hypothenemus","Hypothenemus californicus","I","Ips lure",2024-05-29,0
"Hypothenemus","Hypothenemus californicus","I","Ips lure",2024-06-12,0
"Hypothenemus","Hypothenemus californicus","I","Ips lure",2024-06-26,0
"Hypothenemus","Hypothenemus californicus","I","Ips lure",2024-07-10,0
"Xyleborus","Xyleborus intrusus","E","Ethanol",2024-05-01,0
"Xyleborus","Xyleborus intrusus","E","Ethanol",2024-05-15,0
"Xyleborus","Xyleborus intrusus","E","Ethanol",2024-05-29,0
"Xyleborus","Xyleborus intrusus","E","Ethanol",2024-06-12,0
"Xyleborus","Xyleborus intrusus","E","Ethanol",2024-06-26,0
"Xyleborus","Xyleborus intrusus","E","Ethanol",2024-07-10,0
"Xyleborus","Xyleborus intrusus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Xyleborus","Xyleborus intrusus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Xyleborus","Xyleborus intrusus","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Xyleborus","Xyleborus intrusus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Xyleborus","Xyleborus intrusus","EA","Alpha-pinene + Ethanol",2024-06-26,1
"Xyleborus","Xyleborus intrusus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Xyleborus","Xyleborus intrusus","I","Ips lure",2024-05-01,0
"Xyleborus","Xyleborus intrusus","I","Ips lure",2024-05-15,0
"Xyleborus","Xyleborus intrusus","I","Ips lure",2024-05-29,0
"Xyleborus","Xyleborus intrusus","I","Ips lure",2024-06-12,0
"Xyleborus","Xyleborus intrusus","I","Ips lure",2024-06-26,0
"Xyleborus","Xyleborus intrusus","I","Ips lure",2024-07-10,0
"Corthylus","Corthylus columbianus","E","Ethanol",2024-05-01,0
"Corthylus","Corthylus columbianus","E","Ethanol",2024-05-15,0
"Corthylus","Corthylus columbianus","E","Ethanol",2024-05-29,0
"Corthylus","Corthylus columbianus","E","Ethanol",2024-06-12,0
"Corthylus","Corthylus columbianus","E","Ethanol",2024-06-26,1
"Corthylus","Corthylus columbianus","E","Ethanol",2024-07-10,1
"Corthylus","Corthylus columbianus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Corthylus","Corthylus columbianus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Corthylus","Corthylus columbianus","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Corthylus","Corthylus columbianus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Corthylus","Corthylus columbianus","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Corthylus","Corthylus columbianus","EA","Alpha-pinene + Ethanol",2024-07-10,5
"Corthylus","Corthylus columbianus","I","Ips lure",2024-05-01,0
"Corthylus","Corthylus columbianus","I","Ips lure",2024-05-15,0
"Corthylus","Corthylus columbianus","I","Ips lure",2024-05-29,0
"Corthylus","Corthylus columbianus","I","Ips lure",2024-06-12,0
"Corthylus","Corthylus columbianus","I","Ips lure",2024-06-26,0
"Corthylus","Corthylus columbianus","I","Ips lure",2024-07-10,1
"Lymantor","Lymantor decipiens","E","Ethanol",2024-05-01,0
"Lymantor","Lymantor decipiens","E","Ethanol",2024-05-15,0
"Lymantor","Lymantor decipiens","E","Ethanol",2024-05-29,0
"Lymantor","Lymantor decipiens","E","Ethanol",2024-06-12,0
"Lymantor","Lymantor decipiens","E","Ethanol",2024-06-26,0
"Lymantor","Lymantor decipiens","E","Ethanol",2024-07-10,0
"Lymantor","Lymantor decipiens","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Lymantor","Lymantor decipiens","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Lymantor","Lymantor decipiens","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Lymantor","Lymantor decipiens","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Lymantor","Lymantor decipiens","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Lymantor","Lymantor decipiens","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Lymantor","Lymantor decipiens","I","Ips lure",2024-05-01,0
"Lymantor","Lymantor decipiens","I","Ips lure",2024-05-15,0
"Lymantor","Lymantor decipiens","I","Ips lure",2024-05-29,0
"Lymantor","Lymantor decipiens","I","Ips lure",2024-06-12,0
"Lymantor","Lymantor decipiens","I","Ips lure",2024-06-26,0
"Lymantor","Lymantor decipiens","I","Ips lure",2024-07-10,4
