Collection Date,State,Site,Lure,Trap Code,Class,Order,Family,Subfamily,Genus,Species,Finest ID,No of species,Count,Pinned,Notes
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Ips,Ips grandicollis,Ips grandicollis,,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus puberulus,Pityophthorus puberulus,,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Dermestidae,Megatominae,Anthrenus,Anthrenus fuscus,Anthrenus fuscus,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Elateridae,Dendrometrinae,Limonius,Limonius basilaris,Limonius basilaris,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus melanotoides,Ampedus melanotoides,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus militaris,Ampedus militaris,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus semicinctus,Ampedus semicinctus,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus castanipes,Melanotus castanipes,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Isarthrus,Isarthrus calceatus,Isarthrus calceatus,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Eucnemidae,Melasinae,Microrhagus,,Microrhagus sp.,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Histeridae,Dendrophilinae,Paromalus,Paromalus teres,Paromalus teres,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,36,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Leiodidae,Leiodinae,Agathidium,,Agathidium sp.,,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Lophocateridae,NoSubfamily_Lophocateridae,Grynocharis,Grynocharis quadrilineata,Grynocharis quadrilineata,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Passandridae,NoSubfamily_Passandridae,Catogenus,Catogenus rufus,Catogenus rufus,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Ptinidae,Ptilininae,Ptilinus,Ptilinus ruficornis,Ptilinus ruficornis,,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Sphindidae,Sphindinae,Sphindus,Sphindus americanus,Sphindus americanus,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Staphylinidae,Staphylininae,Quedius,Quedius cruentus,Quedius cruentus,,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Thanerocleridae,Zenodosinae,Zenodosus,Zenodosus sanguineus,Zenodosus sanguineus,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,1,,
6/12/24,NH,M,EA,M2-EA,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus,Camponotus pennsylvanicus,Camponotus pennsylvanicus,,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Hymenoptera,,,,,Parasitic Wasp,2,2,,
6/12/24,NH,M,EA,M2-EA,Insecta,Lepidoptera,,,,,Moth,2,2,,
6/12/24,NH,M,I,M3-I,Arachnida,Araneae,,,,,Spider,2,2,,
6/12/24,NH,M,I,M3-I,Insecta,Blattodea,,,,,Cockroach,2,3,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Aderidae,NoSubfamily_Aderidae,Syzeton,Syzeton fasciatus,Syzeton fasciatus,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Aderidae,NoSubfamily_Aderidae,Syzeton,Syzeton subfasciatus,Syzeton subfasciatus,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Brachyceridae,Erirhininae,Tanysphyrus,Tanysphyrus lemnae,Tanysphyrus lemnae,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Neoclytus,Neoclytus acuminatus,Neoclytus acuminatus,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Cerambycidae,Lepturinae,Trachysida,Trachysida mutabilis,Trachysida mutabilis,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Chrysomelidae,Eumolpinae,Xanthonia,Xanthonia decemnotata,Xanthonia decemnotata,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Ciidae,Ciinae,Orthocis,Orthocis punctatus,Orthocis punctatus,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,6,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Cleridae,Clerinae,Thanasimus,Thanasimus dubius,Thanasimus dubius,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Crypturgus,Crypturgus alutaceus,Crypturgus alutaceus,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Monarthrum,Monarthrum mali,Monarthrum mali,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus puberulus,Pityophthorus puberulus,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Elateridae,Agrypninae,Lacon,Lacon discoideus,Lacon discoideus,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus melanotoides,Ampedus melanotoides,,3,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus rubricollis,Ampedus rubricollis,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Erotylidae,Erotylinae,Dacne,Dacne quadrimaculata,Dacne quadrimaculata,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Eucnemidae,Melasinae,Isorhipis,Isorhipis obliqua,Isorhipis obliqua,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Laemophloeidae,NoSubfamily_Laemophloeidae,Charaphloeus,Charaphloeus convexulus,Charaphloeus convexulus,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Laemophloeidae,NoSubfamily_Laemophloeidae,Laemophloeus,Laemophloeus fasciatus,Laemophloeus fasciatus,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,25,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Latridiidae,Latridiinae,Enicmus,Enicmus tenuicornis,Enicmus tenuicornis,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Leiodidae,Leiodinae,Agathidium,,Agathidium sp.,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Melandryidae,Melandryinae,Melandrya,Melandrya striata,Melandrya striata,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Nitidulidae,Epuraeinae,Epuraea,,Epuraea sp.,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Staphylinidae,Staphylininae,Hesperus,Hesperus apicialis,Hesperus apicialis,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Sepedophilus,,Sepedophilus sp.,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Capnochroa,Capnochroa fuliginosa,Capnochroa fuliginosa,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Mycetochara,Mycetochara fraterna,Mycetochara fraterna,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Coleoptera,Thanerocleridae,Zenodosinae,Zenodosus,Zenodosus sanguineus,Zenodosus sanguineus,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Hemiptera,Pentatomidae,Pentatominae,Menecles,Menecles insertus,Menecles insertus,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus,Camponotus pennsylvanicus,Camponotus pennsylvanicus,,2,,
6/12/24,NH,M,I,M3-I,Insecta,Hymenoptera,,,,,Parasitic Wasp,,1,,
6/12/24,NH,M,I,M3-I,Insecta,Lepidoptera,,,,,Caterpillar,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Anamorphidae,NoSubfamily_Anamorphidae,Symbiotes,,Symbiotes sp.,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Clytus,Clytus ruricola,Clytus ruricola,,5,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Cyrtophorus,Cyrtophorus verrucosus,Cyrtophorus verrucosus,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Neoclytus,Neoclytus acuminatus,Neoclytus acuminatus,,2,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,3,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Anisandrus,Anisandrus sayi,Anisandrus sayi,,15,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Monarthrum,Monarthrum mali,Monarthrum mali,,3,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus cariniceps,Pityophthorus cariniceps,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus lautus,Pityophthorus lautus,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus saxesenii,Xyleborinus saxesenii,,9,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus crassiusculus,Xylosandrus crassiusculus,,8,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,4,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Elateridae,Dendrometrinae,Laneganus,Laneganus sulcicollis,Laneganus sulcicollis,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus areolatus,Ampedus areolatus,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,2,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Isarthrus,Isarthrus calceatus,Isarthrus calceatus,,2,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,27,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Melandryidae,Melandryinae,Melandrya,Melandrya striata,Melandrya striata,,4,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Monotomidae,Monotominae,Pycnotomina,Pycnotomina cavicolle,Pycnotomina cavicolle,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Monotomidae,Rhizophaginae,Rhizophagus,Rhizophagus remotus,Rhizophagus remotus,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,3,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Scarabaeidae,Melolonthinae,Nipponoserica,Nipponoserica peregrina,Nipponoserica peregrina,,4,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Scarabaeidae,Scarabaeinae,Onthophagus,Onthophagus orpheus,Onthophagus orpheus,,2,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Scraptiidae,Anaspidinae,Anaspis,Anaspis rufa,Anaspis rufa,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Coproporus,,Coproporus sp.,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Hymenoptera,,,,,Parasitic Wasp,,1,,
6/12/24,NH,P,E,P1-E,Insecta,Lepidoptera,,,,,Moth,,1,,
6/12/24,NH,P,EA,P2-EA,Arachnida,Araneae,,,,,Spider,2,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Carabidae,Harpalinae,Cymindis,Cymindis platicollis,Cymindis platicollis,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Carabidae,Trechinae,Mioptachys,Mioptachys flavicauda,Mioptachys flavicauda,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Neoclytus,Neoclytus acuminatus,Neoclytus acuminatus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cerambycidae,Spondylidinae,Asemum,Asemum striatum,Asemum striatum,,36,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cerambycidae,Spondylidinae,Tetropium,Tetropium schwarzianum,Tetropium schwarzianum,,5,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cerylonidae,Ceryloninae,Cerylon,Cerylon castaneum,Cerylon castaneum,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Ciidae,Ciinae,Cis,Cis fuscipes,Cis fuscipes,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,29,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Entiminae,Cyrtepistomus,Cyrtepistomus castaneus,Cyrtepistomus castaneus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Hylobius,Hylobius pales,Hylobius pales,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Pissodes,Pissodes affinis,Pissodes affinis,,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Dendroctonus,Dendroctonus valens,Dendroctonus valens,,8,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Dryocoetes,Dryocoetes affaber,Dryocoetes affaber,,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Dryocoetes,Dryocoetes autographus,Dryocoetes autographus,,11,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylastes,Hylastes porculus,Hylastes porculus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Ips,Ips grandicollis,Ips grandicollis,,4,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Monarthrum,Monarthrum mali,Monarthrum mali,,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityogenes,Pityogenes hopkinsi,Pityogenes hopkinsi,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus puberulus,Pityophthorus puberulus,,4,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus crassiusculus,Xylosandrus crassiusculus,,12,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,6,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,Acilius mediatus,Acilius mediatus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Dytiscidae,,,,Dytiscidae gen. sp.,,1,,head and pronotum missing
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Dendrometrinae,Gambrinus,Gambrinus confusus,Gambrinus confusus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Dendrometrinae,Hadromorphus,Hadromorphus inflatus,Hadromorphus inflatus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus areolatus,Ampedus areolatus,,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus militaris,Ampedus militaris,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus semicinctus,Ampedus semicinctus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus castanipes,Melanotus castanipes,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus similis,Melanotus similis,,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Isarthrus,Isarthrus calceatus,Isarthrus calceatus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Histeridae,Dendrophilinae,Paromalus,Paromalus teres,Paromalus teres,,4,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Lampyridae,Lampyrinae,Ellychnia,Ellychnia corrusca,Ellychnia corrusca,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,15,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Leiodidae,Leiodinae,Agathidium,,Agathidium sp.,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Melandryidae,Melandryinae,Melandrya,Melandrya striata,Melandrya striata,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Ptinidae,Anobiinae,Hadrobregmus,Hadrobregmus notatus,Hadrobregmus notatus,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Scraptiidae,Scraptiinae,Canifa,Canifa pallipes,Canifa pallipes,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Omaliinae,Phloeonomus,Phloeonomus laesicollis,Phloeonomus laesicollis,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Staphylininae,Hesperus,Hesperus apicialis,Hesperus apicialis,,3,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Staphylininae,,,Staphylinine gen. sp.,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Coproporus,,Coproporus sp.,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Throscidae,NoSubfamily_Throscidae,Aulonothroscus,,Aulonothroscus sp.,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Throscidae,NoSubfamily_Throscidae,Trixagus,Trixagus chevrolati,Trixagus chevrolati,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus,Camponotus pennsylvanicus,Camponotus pennsylvanicus,,6,,
6/12/24,NH,P,EA,P2-EA,Insecta,Hymenoptera,Ichneumonidae,,,,Ichneumonidae gen. sp.,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Hymenoptera,Xyelidae,,,,Xyelid sawfly,,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Hymenoptera,,,,,Parasitic Wasp,2,2,,
6/12/24,NH,P,EA,P2-EA,Insecta,Lepidoptera,,,,,Moth,,1,,
6/12/24,NH,P,EA,P2-EA,Insecta,Megaloptera,Sialidae,,,,Alderfly,,1,,
6/12/24,NH,P,I,P3-I,,,,,,,,,,,"No sample, cup fell"
6/26/24,NH,C,E,C1-E,Insecta,Blattodea,,,,,Cockroach,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Cantharidae,Malthininae,Malthodes,,Malthodes sp.,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Carabidae,Harpalinae,Cymindis,Cymindis limbata,Cymindis limbata,,3,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Neoclytus,Neoclytus acuminatus,Neoclytus acuminatus,,5,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Xylotrechus,Xylotrechus colonus,Xylotrechus colonus,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Cerambycidae,Lamiinae,Graphisurus,Graphisurus fasciatus,Graphisurus fasciatus,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Corylophidae,Corylophinae,Orthoperus,Orthoperus scutellaris,Orthoperus scutellaris,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Curculionidae,Cossoninae,Stenoscelis,Stenoscelis brevis,Stenoscelis brevis,,6,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Dryocoetes,Dryocoetes autographus,Dryocoetes autographus,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Heteroborips,Heteroborips seriatus,Heteroborips seriatus,,3,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus saxesenii,Xyleborinus saxesenii,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Elateridae,Dendrometrinae,Laneganus,Laneganus sulcicollis,Laneganus sulcicollis,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus melanotoides,Ampedus melanotoides,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus castanipes,Melanotus castanipes,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,5,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Eucnemidae,Melasinae,Isorhipis,Isorhipis obliqua,Isorhipis obliqua,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Laemophloeidae,NoSubfamily_Laemophloeidae,Laemophloeus,Laemophloeus biguttatus,Laemophloeus biguttatus,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Lampyridae,Lampyrinae,Ellychnia,Ellychnia corrusca,Ellychnia corrusca,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,4,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Latridiidae,Latridiinae,Enicmus,Enicmus tenuicornis,Enicmus tenuicornis,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Pyrochroidae,Pyrochroinae,Dendroides,Dendroides canadensis,Dendroides canadensis,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Scarabaeidae,Melolonthinae,Serica,Serica georgiana,Serica georgiana,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Scirtidae,Scirtinae,Contacyphon,,Contacyphon sp.,2,3,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Staphylinidae,Osoriinae,Thoracophorus,Thoracophorus costalis,Thoracophorus costalis,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Staphylinidae,Silphinae,Nicrophorus,Nicrophorus orbicollis,Nicrophorus orbicollis,,8,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Staphylinidae,Staphylininae,Belonuchus,Belonuchus rufipennis,Belonuchus rufipennis,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Staphylinidae,Staphylininae,Hesperus,Hesperus apicialis,Hesperus apicialis,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Sepedophilus,,Sepedophilus sp.,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Hymenorus,,Hymenorus sp.,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Isomira,,Isomira sp.,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Mycetochara,Mycetochara fraterna,Mycetochara fraterna,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Tetratomidae,Penthinae,Penthe,Penthe pimelia,Penthe pimelia,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Throscidae,NoSubfamily_Throscidae,Aulonothroscus,,Aulonothroscus sp.,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,2,,
6/26/24,NH,C,E,C1-E,Insecta,Hymenoptera,Pompilidae,,,,Spider Wasp,,1,,
6/26/24,NH,C,E,C1-E,Insecta,Hymenoptera,,,,,Parasitic Wasp,5,5,,
6/26/24,NH,C,E,C1-E,Insecta,Lepidoptera,,,,,Moth,4,4,,
6/26/24,NH,C,E,C1-E,Insecta,Trichoptera,,,,,Caddisfly,,1,,
6/26/24,NH,C,EA,C2-EA,Arachnida,Araneae,,,,,Spider,3,4,,
6/26/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Cantharidae,Malthininae,Malthodes,,Malthodes sp.,,1,,
6/26/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Carabidae,Harpalinae,Cymindis,Cymindis limbata,Cymindis limbata,,8,,
6/26/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Carabidae,Trechinae,Mioptachys,Mioptachys flavicauda,Mioptachys flavicauda,,1,,
6/26/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Clytus,Clytus ruricola,Clytus ruricola,,1,,
